timestamp,power_kw,energy_kwh_cum
2025-06-15 08:38:00-07:00,79.12459074984461,150.72290157544654
2025-06-15 08:53:00-07:00,88.35572533360217,172.8118329088471
2025-06-15 09:08:00-07:00,94.44413460173637,196.42286655928118
2025-06-15 09:23:00-07:00,94.8410588077786,220.13313126122583
2025-06-15 09:38:00-07:00,96.33841886815108,244.2177359782636
2025-06-15 09:53:00-07:00,99.59345541536857,269.11609983210576
2025-06-15 10:08:00-07:00,106.75034924264591,295.8036871427672
2025-06-15 10:23:00-07:00,109.2871167514526,323.1254663306304
2025-06-15 10:38:00-07:00,110.48921457039823,350.74776997322994
2025-06-15 10:53:00-07:00,108.23908814508552,377.80754200950133
2025-06-15 11:08:00-07:00,111.92378370967225,405.7884879369194
2025-06-15 11:23:00-07:00,112.23758908162816,433.84788520732644
2025-06-15 11:38:00-07:00,112.93217574958955,462.0809291447238
2025-06-15 11:53:00-07:00,115.06986942420004,490.84839650077384
2025-06-15 12:08:00-07:00,113.1570991092234,519.1376712780797
2025-06-15 12:23:00-07:00,114.4581367433533,547.752205463918
2025-06-15 12:38:00-07:00,112.5047385678246,575.8783901058741
2025-06-15 12:53:00-07:00,113.02099882712855,604.1336398126563
2025-06-15 13:08:00-07:00,113.87769474824066,632.6030634997164
2025-06-15 13:23:00-07:00,107.40994971264017,659.4555509278765
2025-06-15 13:38:00-07:00,110.55864564336247,687.0952123387171
2025-06-15 13:53:00-07:00,109.7378044602042,714.5296634537682
2025-06-15 14:08:00-07:00,108.70404162607446,741.7056738602868
2025-06-15 14:23:00-07:00,109.04688174831116,768.9673942973645
2025-06-15 14:38:00-07:00,113.32706107671133,797.2991595665424
2025-06-15 14:53:00-07:00,104.87524805526532,823.5179715803587
2025-06-15 15:08:00-07:00,108.61891810695883,850.6727011070984
2025-06-15 15:23:00-07:00,98.47894937904951,875.2924384518608
2025-06-15 15:38:00-07:00,99.8826595914907,900.2631033497335
2025-06-15 15:53:00-07:00,98.26917044035031,924.8303959598211
2025-06-15 16:08:00-07:00,95.96743456466042,948.8222546009862
2025-06-15 16:23:00-07:00,92.3164039772925,971.9013555953093
2025-06-15 16:38:00-07:00,88.10405914506549,993.9273703815757
2025-06-15 16:53:00-07:00,79.81479435599599,1013.8810689705747
2025-06-15 17:08:00-07:00,74.23961544913043,1032.4409728328574
2025-06-15 17:23:00-07:00,72.63079596705673,1050.5986718246215
2025-06-15 17:38:00-07:00,63.61429423974438,1066.5022453845577
2025-06-15 17:53:00-07:00,54.22983606684113,1080.059704401268
2025-06-15 18:08:00-07:00,48.29793511144117,1092.1341881791282
2025-06-15 18:23:00-07:00,42.38556286928836,1102.7305788964502
2025-06-15 18:38:00-07:00,39.91769993230507,1112.7100038795265
2025-06-15 18:53:00-07:00,32.0009070046922,1120.7102306306997
2025-06-15 19:08:00-07:00,26.68472750465655,1127.3814125068639
2025-06-15 19:23:00-07:00,16.288946635770472,1131.4536491658064
2025-06-15 19:38:00-07:00,10.945849298812627,1134.1901114905095
2025-06-15 19:53:00-07:00,5.211934927973477,1135.493095222503
2025-06-15 20:08:00-07:00,0.0,1135.493095222503
2025-06-15 20:23:00-07:00,1.3703257126722506,1135.835676650671
2025-06-15 20:38:00-07:00,0.0,1135.835676650671
2025-06-15 20:53:00-07:00,0.0,1135.835676650671
2025-06-15 21:08:00-07:00,0.0,1135.835676650671
2025-06-15 21:23:00-07:00,0.0,1135.835676650671
2025-06-15 21:38:00-07:00,1.4609174423567617,1136.2009060112603
2025-06-15 21:53:00-07:00,0.0,1136.2009060112603
2025-06-15 22:08:00-07:00,0.03748235618307846,1136.210276600306
2025-06-15 22:23:00-07:00,1.4422399767177432,1136.5708365944856
2025-06-15 22:38:00-07:00,1.3395935280898483,1136.905734976508
2025-06-15 22:53:00-07:00,1.996155326918375,1137.4047738082377
2025-06-15 23:08:00-07:00,0.0,1137.4047738082377
2025-06-15 23:23:00-07:00,0.0,1137.4047738082377
2025-06-15 23:38:00-07:00,0.0,1137.4047738082377
2025-06-15 23:53:00-07:00,0.0,1137.4047738082377
2025-06-16 00:08:00-07:00,0.0,1137.4047738082377
2025-06-16 00:23:00-07:00,0.0,1137.4047738082377
2025-06-16 00:38:00-07:00,0.0,1137.4047738082377
2025-06-16 00:53:00-07:00,1.1993226801703099,1137.7046044782803
2025-06-16 01:08:00-07:00,0.0,1137.7046044782803
2025-06-16 01:23:00-07:00,0.0,1137.7046044782803
2025-06-16 01:38:00-07:00,3.8976848933581962,1138.6790257016198
2025-06-16 01:53:00-07:00,0.0,1138.6790257016198
2025-06-16 02:08:00-07:00,2.2125467054012598,1139.23216237797
2025-06-16 02:23:00-07:00,0.0,1139.23216237797
2025-06-16 02:38:00-07:00,0.0,1139.23216237797
2025-06-16 02:53:00-07:00,0.0,1139.23216237797
2025-06-16 03:08:00-07:00,0.0,1139.23216237797
2025-06-16 03:23:00-07:00,2.5209244123721866,1139.8623934810632
2025-06-16 03:38:00-07:00,0.0,1139.8623934810632
2025-06-16 03:53:00-07:00,1.303270930637572,1140.1882112137225
2025-06-16 04:08:00-07:00,0.7132068069968337,1140.3665129154717
2025-06-16 04:23:00-07:00,0.0,1140.3665129154717
2025-06-16 04:38:00-07:00,0.0,1140.3665129154717
2025-06-16 04:53:00-07:00,0.21638852314160856,1140.420610046257
2025-06-16 05:08:00-07:00,0.0,1140.420610046257
2025-06-16 05:23:00-07:00,0.6980286340641119,1140.595117204773
2025-06-16 05:38:00-07:00,3.8662887905639853,1141.561689402414
2025-06-16 05:53:00-07:00,15.707480081675968,1145.488559422833
2025-06-16 06:08:00-07:00,17.22784806193767,1149.7955214383176
2025-06-16 06:23:00-07:00,21.829676240263222,1155.2529404983834
2025-06-16 06:38:00-07:00,32.268313367077496,1163.3200188401527
2025-06-16 06:53:00-07:00,39.06004645856377,1173.0850304547937
2025-06-16 07:08:00-07:00,48.94771573286036,1185.3219593880087
2025-06-16 07:23:00-07:00,53.60636138071489,1198.7235497331874
2025-06-16 07:38:00-07:00,58.123869009464464,1213.2545169855534
2025-06-16 07:53:00-07:00,67.07944368748484,1230.0243779074247
2025-06-16 08:08:00-07:00,64.41056987478815,1246.1270203761217
2025-06-16 08:23:00-07:00,70.96966368914514,1263.869436298408
2025-06-16 08:38:00-07:00,74.62877122020203,1282.5266291034584
2025-06-16 08:53:00-07:00,80.36016681730659,1302.616670807785
2025-06-16 09:08:00-07:00,81.12886615321278,1322.8988873460883
2025-06-16 09:23:00-07:00,90.52197996972428,1345.5293823385193
2025-06-16 09:38:00-07:00,90.96857416271993,1368.2715258791993
2025-06-16 09:53:00-07:00,89.94648389864224,1390.75814685386
2025-06-16 10:08:00-07:00,93.79255092345863,1414.2062845847245
2025-06-16 10:23:00-07:00,100.0725604375903,1439.224424694122
2025-06-16 10:38:00-07:00,103.80612180571691,1465.1759551455514
2025-06-16 10:53:00-07:00,109.35727632264783,1492.5152742262133
2025-06-16 11:08:00-07:00,114.13749741334165,1521.0496485795486
2025-06-16 11:23:00-07:00,108.64466623347236,1548.2108151379166
2025-06-16 11:38:00-07:00,106.42103262157211,1574.8160732933097
2025-06-16 11:53:00-07:00,104.95216158509294,1601.054113689583
2025-06-16 12:08:00-07:00,114.05081841186605,1629.5668182925494
2025-06-16 12:23:00-07:00,112.60413827378896,1657.7178528609966
2025-06-16 12:38:00-07:00,115.43178050496735,1686.5757979872385
2025-06-16 12:53:00-07:00,116.25289789104144,1715.6390224599988
2025-06-16 13:08:00-07:00,118.78945701333524,1745.3363867133326
2025-06-16 13:23:00-07:00,123.18135125454461,1776.1317245269688
2025-06-16 13:38:00-07:00,120.81960023026903,1806.3366245845361
2025-06-16 13:53:00-07:00,119.78561379284166,1836.2830280327466
2025-06-16 14:08:00-07:00,116.58221298648344,1865.4285812793676
2025-06-16 14:23:00-07:00,113.58675032696827,1893.8252688611096
2025-06-16 14:38:00-07:00,115.55935277043237,1922.7151070537177
2025-06-16 14:53:00-07:00,114.75347532206091,1951.4034758842329
2025-06-16 15:08:00-07:00,117.61700037560365,1980.8077259781337
2025-06-16 15:23:00-07:00,109.62449366964408,2008.2138493955447
2025-06-16 15:38:00-07:00,108.64995569420516,2035.376338319096
2025-06-16 15:53:00-07:00,100.24836673516899,2060.4384300028883
2025-06-16 16:08:00-07:00,93.84283593198525,2083.8991389858847
2025-06-16 16:23:00-07:00,89.79135962668539,2106.3469788925563
2025-06-16 16:38:00-07:00,85.46779023539818,2127.7139264514058
2025-06-16 16:53:00-07:00,88.68223052065312,2149.884484081569
2025-06-16 17:08:00-07:00,74.21002070817623,2168.4369892586133
2025-06-16 17:23:00-07:00,73.31693342392755,2186.7662226145953
2025-06-16 17:38:00-07:00,61.99445052016192,2202.264835244636
2025-06-16 17:53:00-07:00,61.19760848862462,2217.564237366792
2025-06-16 18:08:00-07:00,53.07780763178509,2230.8336892747384
2025-06-16 18:23:00-07:00,44.81538501482784,2242.0375355284455
2025-06-16 18:38:00-07:00,38.38907607297109,2251.6348045466884
2025-06-16 18:53:00-07:00,29.657974877579715,2259.0492982660835
2025-06-16 19:08:00-07:00,25.977500876468294,2265.5436734852005
2025-06-16 19:23:00-07:00,16.218272831258666,2269.598241693015
2025-06-16 19:38:00-07:00,6.798361737111802,2271.297832127293
2025-06-16 19:53:00-07:00,0.0,2271.297832127293
2025-06-16 20:08:00-07:00,0.5177637531663747,2271.427273065585
2025-06-16 20:23:00-07:00,4.7372737692313205,2272.6115915078926
2025-06-16 20:38:00-07:00,0.47997484072033086,2272.7315852180727
2025-06-16 20:53:00-07:00,0.0,2272.7315852180727
2025-06-16 21:08:00-07:00,0.8574784188076449,2272.9459548227746
2025-06-16 21:23:00-07:00,3.91800522512049,2273.925456129055
2025-06-16 21:38:00-07:00,0.6581475040915852,2274.0899930050778
2025-06-16 21:53:00-07:00,0.0,2274.0899930050778
2025-06-16 22:08:00-07:00,3.3188661301796825,2274.9197095376226
2025-06-16 22:23:00-07:00,1.2862693153848566,2275.241276866469
2025-06-16 22:38:00-07:00,4.607267975987992,2276.393093860466
2025-06-16 22:53:00-07:00,0.5497033116657346,2276.5305196883824
2025-06-16 23:08:00-07:00,0.0,2276.5305196883824
2025-06-16 23:23:00-07:00,0.0,2276.5305196883824
2025-06-16 23:38:00-07:00,4.9527837966937645,2277.768715637556
2025-06-16 23:53:00-07:00,5.170997162349908,2279.0614649281433
2025-06-17 00:08:00-07:00,0.0,2279.0614649281433
2025-06-17 00:23:00-07:00,0.0,2279.0614649281433
2025-06-17 00:38:00-07:00,4.3843328767266065,2280.157548147325
